THỜI KHÓA BIỂU DỰ KIẾN KỲ 1 NĂM HỌC 2024-2025 (20241) - CẬP NHẬT NGÀY 04.08.2024,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Kỳ,Trường_Viện_Khoa,Mã_lớp,Mã_lớp_kèm,Mã_HP,Tên_HP,Tên_HP_Tiếng_Anh,Khối_lượng,Ghi_chú,Buổi_số,Thứ,Thời_gian,BĐ,KT,Kíp,Tuần,Phòng,Cần_TN,SLĐK,SL_Max,Trạng_thái,Loại_lớp,Đợt_mở,Mã_QL,TeachingType
20241,THKHSS,155041,155041,CH4497,"Các quá trình cơ bản tổng hợp hữu cơ, hóa dược",Basic synthetic processes in pharmaceutical chemistry,3(3-1-0-6),Hóa dược-K66C,1,3,1230-1400,1,2,Chiều,"2-9,11-18",D9-202,NULL,NULL,50,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20241,THKHSS,155041,155041,CH4497,"Các quá trình cơ bản tổng hợp hữu cơ, hóa dược",Basic synthetic processes in pharmaceutical chemistry,3(3-1-0-6),Hóa dược-K66C,2,4,1600-1730,5,6,Chiều,"2-9,11-18",D9-503,NULL,NULL,50,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20241,THKHSS,155042,155042,CH4497,"Các quá trình cơ bản tổng hợp hữu cơ, hóa dược",Basic synthetic processes in pharmaceutical chemistry,3(3-1-0-6),Hóa dược-K66C,1,4,1230-1550,1,4,Chiều,"2-9,11-18",D9-503,NULL,NULL,50,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20241,THKHSS,155043,155043,CH4499,Hóa sinh,Biochemistry,2(2-1-0-4),Hóa dược-K66C,1,5,1230-1455,1,3,Chiều,"2-9,11-18",D9-502,NULL,NULL,50,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20241,THKHSS,155044,155044,CH4499,Hóa sinh,Biochemistry,2(2-1-0-4),Hóa dược-K66C,1,2,1505-1730,4,6,Chiều,"2-9,11-18",D9-502,NULL,NULL,50,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20241,THKHSS,155045,155045,CH4510,Hóa dược đại cương,Introductory Pharmaceutical Chemistry,2(2-1-0-4),Hóa dược-K66C,1,5,1505-1730,4,6,Chiều,"2-9,11-18",D9-502,NULL,NULL,50,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20241,THKHSS,155046,155046,CH4510,Hóa dược đại cương,Introductory Pharmaceutical Chemistry,2(2-1-0-4),Hóa dược-K66C,1,5,1230-1455,1,3,Chiều,"2-9,11-18",D9-503,NULL,NULL,50,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20241,THKHSS,155047,155047,CH4512,Phân tích cấu trúc bằng phổ,Structure Analysis by Spectroscopic Methods,2(2-1-0-4),Hóa dược-K66C,1,5,1505-1730,4,6,Chiều,"2-9,11-18",D9-503,NULL,NULL,50,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20241,THKHSS,155048,155048,CH4512,Phân tích cấu trúc bằng phổ,Structure Analysis by Spectroscopic Methods,2(2-1-0-4),Hóa dược-K66C,1,2,1230-1455,1,3,Chiều,"2-9,11-18",D9-503,NULL,NULL,50,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20241,THKHSS,155049,155049,CH4008,Công nghệ chế biến khí,Gas Processing Technology,3(3-1-0-6),Lọc hóa dầu-K66C,1,4,1230-1550,1,4,Chiều,"2-9,11-18",D9-504,NULL,NULL,50,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20241,THKHSS,155050,155050,CH4008,Công nghệ chế biến khí,Gas Processing Technology,3(3-1-0-6),Lọc hóa dầu-K66C,1,4,1600-1730,5,6,Chiều,"2-9,11-18",D9-504,NULL,NULL,50,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20241,THKHSS,155050,155050,CH4008,Công nghệ chế biến khí,Gas Processing Technology,3(3-1-0-6),Lọc hóa dầu-K66C,2,6,1230-1400,1,2,Chiều,"2-9,11-18",D9-504,NULL,NULL,50,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20241,THKHSS,155051,155051,CH4030,Động học xúc tác,Kinetics and Catalysis,2(2-1-0-4),Lọc hóa dầu-K66C,1,5,1230-1455,1,3,Chiều,"2-9,11-18",D5-505,NULL,NULL,80,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20241,THKHSS,155052,155052,CH4032,Hóa học dầu mỏ - khí,Petroleum and Gas Chemistry,2(2-1-0-4),Lọc hóa dầu-K66C,1,3,1230-1455,1,3,Chiều,"2-9,11-18",D5-304,NULL,NULL,80,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20241,THKHSS,155053,155053,CH4040,Công nghệ tổng hợp hữu cơ hóa dầu,Organic Synthesis and Petrochemical Technology,2(2-1-0-4),(Blend)-Lọc hóa dầu-K66C,1,3,1505-1730,4,6,Chiều,"3,5,7,9,11,13,15,17",D5-304,NULL,NULL,80,Đang xếp TKB,LT+BT,AB,CT CHUẨN,Blend
20241,THKHSS,155054,155054,CH4047,Sản phẩm dầu mỏ và phụ gia,Petroleum Products and Additives,2(2-1-0-4),Lọc hóa dầu-K66C,1,5,1505-1730,4,6,Chiều,"2-9,11-18",D5-505,NULL,NULL,80,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20241,THKHSS,155055,155055,CH4085,Hóa học chất tạo màng và sơn,Chemistry of Binder and Paint,2(2-1-0-4),Polyme-giấy-K66C,1,2,1230-1455,1,3,Chiều,"2-9,11-18",D9-504,NULL,NULL,60,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20241,THKHSS,155056,155056,CH4085,Hóa học chất tạo màng và sơn,Chemistry of Binder and Paint,2(2-1-0-4),Polyme-giấy-K66C,1,2,1505-1730,4,6,Chiều,"2-9,11-18",D9-505,NULL,NULL,60,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20241,THKHSS,155057,155057,CH4086,Công nghệ chất dẻo,Plastics Processing ,2(2-1-0-4),Polyme-giấy-K66C,1,2,1505-1730,4,6,Chiều,"2-9,11-18",D9-504,NULL,NULL,60,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20241,THKHSS,155058,155058,CH4086,Công nghệ chất dẻo,Plastics Processing ,2(2-1-0-4),Polyme-giấy-K66C,1,2,1230-1455,1,3,Chiều,"2-9,11-18",D9-505,NULL,NULL,60,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20241,THKHSS,155059,155059,CH4455,Công nghệ sản xuất bột giấy,Pulping Technology,2(2-1-0-4),Polyme-giấy-K66C,1,3,1230-1455,1,3,Chiều,"2-9,11-18",D9-502,NULL,NULL,60,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20241,THKHSS,155060,155060,CH4455,Công nghệ sản xuất bột giấy,Pulping Technology,2(2-1-0-4),Polyme-giấy-K66C,1,3,1505-1730,4,6,Chiều,"2-9,11-18",D9-503,NULL,NULL,60,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20241,THKHSS,155061,155061,CH4457,Công nghệ sản xuất giấy,Papermaking Technology,2(2-1-0-4),Polyme-giấy-K66C,1,3,1505-1730,4,6,Chiều,"2-9,11-18",D9-502,NULL,NULL,60,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20241,THKHSS,155062,155062,CH4457,Công nghệ sản xuất giấy,Papermaking Technology,2(2-1-0-4),Polyme-giấy-K66C,1,3,1230-1455,1,3,Chiều,"2-9,11-18",D9-503,NULL,NULL,60,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20241,THKHSS,155063,155063,CH4102,Công nghệ cao su và compozit,Polymer composite rubber and technology,2(2-0-1-4),Polyme-giấy-K66C,1,6,1410-1550,3,4,Chiều,"2-9,11-18",D9-503,TN,NULL,60,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20241,THKHSS,155064,155064,CH4102,Công nghệ cao su và compozit,Polymer composite rubber and technology,2(2-0-1-4),Polyme-giấy-K66C,1,6,1600-1730,5,6,Chiều,"2-9,11-18",D9-504,TN,NULL,60,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20241,THKHSS,155065,155065,CH4421,Hóa học và hóa lý polyme,Polymer chemistry and physic,2(2-0-1-4),Polyme-giấy-K66C,1,6,1410-1550,3,4,Chiều,"2-9,11-18",D9-504,TN,NULL,60,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20241,THKHSS,155066,155066,CH4421,Hóa học và hóa lý polyme,Polymer chemistry and physic,2(2-0-1-4),Polyme-giấy-K66C,1,6,1600-1730,5,6,Chiều,"2-9,11-18",D9-503,TN,NULL,60,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20241,THKHSS,155067,155067,CH3481,Quy hoạch thực nghiệm,Experimental Design,2(2-1-0-4),QTTB-Máy hóa chất-K66C,1,3,1230-1455,1,3,Chiều,"2-9,11-18",C7-236,NULL,NULL,50,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20241,THKHSS,155068,155068,CH3481,Quy hoạch thực nghiệm,Experimental Design,2(2-1-0-4),QTTB-Máy hóa chất-K66C,1,3,1505-1730,4,6,Chiều,"2-9,11-18",C7-236,NULL,NULL,50,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20241,THKHSS,155069,155069,CH5656,Đường ống - Bể chứa,Piping - Tank,2(2-1-0-4),QTTB-Máy hóa chất-K66C,1,5,1505-1730,4,6,Chiều,"2-9,11-18",D8-104,NULL,NULL,80,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20241,THKHSS,155070,155070,CH3474,Kỹ thuật hóa học đại cương,General Chemical Engineering,2(2-1-0-4),QTTB-Máy hóa chất-K66C,1,5,1230-1455,1,3,Chiều,"2-9,11-18",D8-104,NULL,NULL,80,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20241,THKHSS,155071,155071,CH5658,Máy gia công vật liệu rắn,Solid Material Processing Equipments,2(2-1-0-4),QTTB-Máy hóa chất-K66C,1,2,1505-1730,4,6,Chiều,"2-9,11-18",D8-506,NULL,NULL,80,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20241,THKHSS,155072,155072,CH5665,Cơ sở thiết kế thiết bị hóa chất,Fundametals of Chemical Engineering Equipment Design,2(2-1-0-4),QTTB-Máy hóa chất-K66C,1,2,1230-1455,1,3,Chiều,"2-9,11-18",D8-506,NULL,NULL,80,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20241,THKHSS,155073,155073,CH3454,Phương pháp số trong CNHH,Numerical Methods in Chemical Engineering,2(2-0-1-4),QTTB-Máy hóa chất-K66C,1,6,1410-1550,3,4,Chiều,"2-9,11-18",D9-505,TN,NULL,50,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20241,THKHSS,155074,155074,CH3454,Phương pháp số trong CNHH,Numerical Methods in Chemical Engineering,2(2-0-1-4),QTTB-Máy hóa chất-K66C,1,6,1600-1730,5,6,Chiều,"2-9,11-18",D9-505,TN,NULL,50,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20241,THKHSS,155075,155075,CH4155,Ăn mòn và bảo vệ kim loại,Corrosion and Protection of Metals,3(3-1-0-6),Vô cơ-điện hóa-K66C,1,4,1230-1550,1,4,Chiều,"2-9,11-18",D9-204,NULL,NULL,50,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20241,THKHSS,155076,155076,CH4155,Ăn mòn và bảo vệ kim loại,Corrosion and Protection of Metals,3(3-1-0-6),Vô cơ-điện hóa-K66C,1,4,1600-1730,5,6,Chiều,"2-9,11-18",D9-505,NULL,NULL,50,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20241,THKHSS,155076,155076,CH4155,Ăn mòn và bảo vệ kim loại,Corrosion and Protection of Metals,3(3-1-0-6),Vô cơ-điện hóa-K66C,2,6,1230-1400,1,2,Chiều,"2-9,11-18",D9-505,NULL,NULL,50,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20241,THKHSS,155077,155077,CH4251,Công nghệ muối khoáng,Mineral salt Technology,2(2-1-0-4),Vô cơ-điện hóa-K66C,1,5,1230-1455,1,3,Chiều,"2-9,11-18",D9-504,NULL,NULL,50,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20241,THKHSS,155078,155078,CH4251,Công nghệ muối khoáng,Mineral salt Technology,2(2-1-0-4),Vô cơ-điện hóa-K66C,1,5,1505-1730,4,6,Chiều,"2-9,11-18",D9-505,NULL,NULL,50,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20241,THKHSS,155079,155079,CH4257,Chế biến khoáng sản       ,Mineral Processing,2(2-1-0-4),Vô cơ-điện hóa-K66C,1,5,1505-1730,4,6,Chiều,"2-9,11-18",D9-504,NULL,NULL,50,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20241,THKHSS,155080,155080,CH4257,Chế biến khoáng sản       ,Mineral Processing,2(2-1-0-4),Vô cơ-điện hóa-K66C,1,5,1230-1455,1,3,Chiều,"2-9,11-18",D9-505,NULL,NULL,50,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20241,THKHSS,155081,155081,CH4263,Thiết kế nhà máy hóa chất,Chemical Plan Design,2(2-1-0-4),Vô cơ-điện hóa-K66C,1,3,1230-1455,1,3,Chiều,"2-9,11-18",D9-504,NULL,NULL,65,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20241,THKHSS,155082,155082,CH4263,Thiết kế nhà máy hóa chất,Chemical Plan Design,2(2-1-0-4),Vô cơ-điện hóa-K66C,1,3,1505-1730,4,6,Chiều,"2-9,11-18",D9-505,NULL,NULL,65,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20241,THKHSS,155083,155083,CH4276,Vật liệu vô cơ                ,Inorganic Materials,2(2-1-0-4),Vô cơ-điện hóa-K66C,1,3,1505-1730,4,6,Chiều,"2-9,11-18",D9-504,NULL,NULL,50,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20241,THKHSS,155084,155084,CH4276,Vật liệu vô cơ                ,Inorganic Materials,2(2-1-0-4),Vô cơ-điện hóa-K66C,1,3,1230-1455,1,3,Chiều,"2-9,11-18",D9-505,NULL,NULL,50,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20241,THKHSS,155085,155085,CH4131,Công nghệ điện hóa,Electrochemistry - Theory and Practice,3(3-1-0-6),Vô cơ-điện hóa-K66C,1,4,1600-1730,5,6,Chiều,"2-9,11-18",D9-204,NULL,NULL,50,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20241,THKHSS,155085,155085,CH4131,Công nghệ điện hóa,Electrochemistry - Theory and Practice,3(3-1-0-6),Vô cơ-điện hóa-K66C,2,6,1230-1400,1,2,Chiều,"2-9,11-18",D9-406,NULL,NULL,50,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20241,THKHSS,155086,155086,CH4131,Công nghệ điện hóa,Electrochemistry - Theory and Practice,3(3-1-0-6),Vô cơ-điện hóa-K66C,1,4,1230-1550,1,4,Chiều,"2-9,11-18",D9-505,NULL,NULL,50,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20241,THKHSS,155087,155087,CH4220,Hóa lý silicat II,Physical Chemistry of the Silicates II,2(2-0-1-4),Silicat-K66C,1,5,1230-1400,1,2,Chiều,"2-9,11-18",D7-102,TN,NULL,30,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20241,THKHSS,155088,155088,CH4214,Lò công nghiệp silicat,Furnaces in Silicate Industry,3(3-1-0-6),Silicat-K66C,1,5,1410-1730,3,6,Chiều,"2-9,11-18",D7-102,NULL,NULL,30,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20241,THKHSS,155089,155089,CH4196,Công nghệ vật liệu kết dính,Cement Technology,2(2-1-0-4),Silicat-K66C,1,4,1230-1455,1,3,Chiều,"2-9,11-18",D7-102,NULL,NULL,30,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20241,THKHSS,155090,155090,CH4198,Công nghệ gốm sứ,Ceramic Technology,2(2-1-0-4),Silicat-K66C,1,4,1505-1730,4,6,Chiều,"2-9,11-18",D7-102,NULL,NULL,30,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20241,THKHSS,155091,155091,CH4200,Công nghệ thuỷ tinh,Glass Technology,2(2-1-0-4),Silicat-K66C,1,2,1230-1455,1,3,Chiều,"2-9,11-18",D7-102,NULL,NULL,30,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20241,THKHSS,155092,155092,CH4199,Tinh thể và khoáng vật học silicat,Crystalline and mineralized,3(3-1-1-6),Silicat-K66C,1,6,1410-1730,3,6,Chiều,"2-9,11-18",C7-227,TN,NULL,30,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20241,THKHSS,155093,155093,CH4313,Hóa học vật liệu tiên tiến,Chemistry of Advanced Materials,2(2-1-0-4),Hóa học-K66C,1,2,1505-1730,4,6,Chiều,"2-9,11-18",C7-236,NULL,NULL,50,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20241,THKHSS,155094,155094,CH4328,Các phương pháp xử lý nước thải,Waste Water Treatment,2(2-1-0-4),Hóa học-K66C,1,2,1230-1455,1,3,Chiều,"2-9,11-18",C7-236,NULL,NULL,50,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20241,THKHSS,155095,155095,CH4330,Quá trình điện hóa,Electrolytic Process,2(2-1-0-4),Hóa học-K66C,1,6,1505-1730,4,6,Chiều,"2-9,11-18",D7-308,NULL,NULL,40,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20241,THKHSS,155096,155096,CH4338,Hóa học các chất hoạt động bề mặt,Chemistry of Surfactants,2(2-1-0-4),Hóa học-K66C,1,6,1230-1455,1,3,Chiều,"2-9,11-18",D7-308,NULL,NULL,30,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20241,THKHSS,155097,155097,CH4340,Ứng dụng tin học trong hóa học,Applied Informatics in Chemistry,2(2-1-0-4),Hóa học-K66C,1,2,1505-1730,4,6,Chiều,"2-9,11-18",D7-101,NULL,NULL,40,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20241,THKHSS,155098,155098,CH4800,Hóa keo,Colloid Chemistry,2(2-1-0-4),Hóa học-K66C,1,3,1230-1455,1,3,Chiều,"2-9,11-18",D8-504,NULL,NULL,40,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20241,THKHSS,155099,155099,CH4801,Kỹ thuật xúc tác,Catalytic Engineering,2(2-1-0-4),Hóa học-K66C,1,3,1505-1730,4,6,Chiều,"2-9,11-18",D8-504,NULL,NULL,40,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20241,THKHSS,155100,155100,CH4825,Các phương pháp tổng hợp hữu cơ,Organic Synthesis,3(2-2-0-6),Hóa học-K66C,1,4,1410-1730,3,6,Chiều,"2-9,11-18",D8-504,NULL,NULL,40,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20241,THKHSS,155101,155101,CH4826,Xúc tác hữu cơ,Organic Catalyst,2(2-0-0-4),Hóa học-K66C,1,4,1230-1400,1,2,Chiều,"2-9,11-18",D8-504,NULL,NULL,40,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20241,THKHSS,155102,155102,CH4827,Hóa học các hợp chất thiên nhiên,Chemistry of Natural Products,3(3-0-0-6),Hóa học-K66C,1,5,1230-1455,1,3,Chiều,"2-9,11-18",D8-401,NULL,NULL,40,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20241,THKHSS,155103,155103,CH4829,Phân tích thành phần và cấu trúc các hợp chất hữu cơ,Analysis of Compound Structure and Composition,2(2-1-0-4),Hóa học-K66C,1,5,1505-1730,4,6,Chiều,"2-9,11-18",D8-201,NULL,NULL,40,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20241,THKHSS,155104,155104,CH4833,Hương liệu và mỹ phẩm,Flavors and Cosmetics ,2(2-0-0-4),Hóa học-K66C,1,2,1505-1645,4,5,Chiều,"2-9,11-18",D9-404,NULL,NULL,50,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20241,THKHSS,155105,155105,CH4834,Tổng hợp các hợp chất có hoạt tính sinh học,Synthesis of Bioactivity Compounds,2(2-0-0-4),Hóa học-K66C,1,6,1230-1400,1,2,Chiều,"2-9,11-18",D8-307,NULL,NULL,40,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20241,THKHSS,155106,155106,CH4850,Hóa học phức chất,Chemistry of Complexes,2(2-0-0-4),Hóa học-K66C,1,2,1230-1400,1,2,Chiều,"2-9,11-18",D8-401,NULL,NULL,30,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20241,THKHSS,155107,155107,CH4852,Hóa học phóng xạ,Radiation Chemistry,3(3-0-0-6),Hóa học-K66C,1,5,1230-1455,1,3,Chiều,"2-9,11-18",D9-508,NULL,NULL,30,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20241,THKHSS,155108,155108,CH4853,Hóa sinh vô cơ,Inorganic Chemistry,3(3-0-0-6),Hóa học-K66C,1,5,1505-1730,4,6,Chiều,"2-9,11-18",D9-508,NULL,NULL,30,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20241,THKHSS,155109,155109,CH4855,Hóa học xanh,Green Chemistry,2(2-0-0-4),Hóa học-K66C,1,3,1600-1730,5,6,Chiều,"2-9,11-18",D9-402,NULL,NULL,70,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20241,THKHSS,155110,155110,CH4859,Vật liệu y sinh,Biomaterials,2(2-1-0-4),Hóa học-K66C,1,4,1505-1730,4,6,Chiều,"2-9,11-18",D8-407,NULL,NULL,40,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20241,THKHSS,155111,155111,CH4876,Các phương pháp phân tích quang phổ,Spectrum Analysis,2(2-1-0-4),Hóa học-K66C,1,4,1230-1455,1,3,Chiều,"2-9,11-18",D8-507,NULL,NULL,40,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20241,THKHSS,155112,155112,CH4877,Các phương pháp phân tích điện hóa,Electro-chemical Analysis,2(2-1-0-4),Hóa học-K66C,1,2,1230-1455,1,3,Chiều,"2-9,11-18",D8-507,NULL,NULL,40,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20241,THKHSS,155113,155113,CH4881,Xử lý số liệu thực nghiệm trong hoá phân tích,Data Processing in Analytical Chemistry,2(2-1-0-4),Hóa học-K66C,1,6,1505-1730,4,6,Chiều,"2-9,11-18",D8-507,NULL,NULL,40,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20241,THKHSS,155114,155114,CH4882,Các phương pháp tách trong hóa phân tích,Separation Methods in Analytical Chemistry,2(2-1-0-4),Hóa học-K66C,1,2,1505-1730,4,6,Chiều,"2-9,11-18",D8-507,NULL,NULL,40,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20241,THKHSS,155115,155115,CH4883,Kỹ thuật xử lý mẫu trong Hóa phân tích.,Sample preparation Techniques in Analytical Chemistry,2(2-0-0-4),Hóa học-K66C,1,4,1505-1645,4,5,Chiều,"2-9,11-18",D8-507,NULL,NULL,40,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20241,THKHSS,155116,155116,CH4884,Các phương pháp phân tích hình thái và cấu trúc vật liệu,Techniques for Characterization of Materials,2(2-1-0-4),Hóa học-K66C,1,6,1230-1455,1,3,Chiều,"2-9,11-18",D8-507,NULL,NULL,40,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20241,THKHSS,155117,155117,CH5470,Quản trị dự án KTHH,Chemical Engineering Project Management,2(2-1-0-4),KT hóa học-K65C,1,3,1230-1455,1,3,Chiều,"2-9,11-18",D8-406,NULL,NULL,80,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20241,THKHSS,155118,155118,CH5201,Công nghệ Tổng hợp hợp chất trung gian,Technology for Synthesis of Petrochemical Intermediates,2(2-1-0-4),KT hóa học - MĐ 1-K65S,1,5,0645-0910,1,3,Sáng,"2-9,11-18",D7-407,NULL,NULL,30,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20241,THKHSS,155119,155119,CH5207,Đường ống bể chứa và thiết bị phụ trợ ,"Piping, Tank and Ulitlity",3(3-1-0-6),KT hóa học - MĐ 1-K65S,1,2,0645-1005,1,4,Sáng,2-9,D7-407,NULL,NULL,30,Đang xếp TKB,LT+BT,A,CT CHUẨN,
20241,THKHSS,155119,155119,CH5207,Đường ống bể chứa và thiết bị phụ trợ ,"Piping, Tank and Ulitlity",3(3-1-0-6),KT hóa học - MĐ 1-K65S,2,4,0645-1005,1,4,Sáng,2-9,D7-407,NULL,NULL,30,Đang xếp TKB,LT+BT,A,CT CHUẨN,
20241,THKHSS,155120,155120,CH5208,Thiết bị nhà máy lọc hóa dầu ,Equipment for Petrochemical Refineries,3(3-1-0-6),KT hóa học - MĐ 1-K65S,1,2,1015-1145,5,6,Sáng,"2-9,11-18",D7-407,NULL,NULL,30,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20241,THKHSS,155120,155120,CH5208,Thiết bị nhà máy lọc hóa dầu ,Equipment for Petrochemical Refineries,3(3-1-0-6),KT hóa học - MĐ 1-K65S,2,4,1015-1145,5,6,Sáng,"2-9,11-18",D7-407,NULL,NULL,30,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20241,THKHSS,155121,155121,CH5209,An toàn nhà máy lọc hóa dầu ,Safety in Refinery and Petrochemical plant,2(2-1-0-4),KT hóa học - MĐ 1-K65S,1,5,0920-1145,4,6,Sáng,"2-9,11-18",D7-407,NULL,NULL,30,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20241,THKHSS,155122,155122,CH5210,Mô phỏng nhà máy lọc hóa dầu ,Process Simulation of Refinery & Gas Processing,2(2-0-1-4),KT hóa học - MĐ 1-K65S,1,2,0645-1005,1,4,Sáng,11-18,D7-407,TN,NULL,30,Đang xếp TKB,LT+BT,B,CT CHUẨN,
20241,THKHSS,155123,155123,CH5269,Hoá lý polyme ,Polymer physical chemistry,2(2-1-0-4),KT hóa học - MĐ 3-K65S,1,3,0920-1145,4,6,Sáng,"2-9,11-18",D7-407,NULL,NULL,35,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20241,THKHSS,155124,155124,CH5256,Máy và thiết bị gia công polyme,Equipment and instrument for polymer processing,2(2-0-0-4),KT hóa học - MĐ 3-K65S,1,3,0730-0910,2,3,Sáng,"2-9,11-18",D7-407,NULL,NULL,35,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20241,THKHSS,155125,155125,CH5252,Kỹ thuật vật liệu sơn,Paint material engineering,2(2-0-1-4),KT hóa học - MĐ 3-K65S,1,6,0730-0910,2,3,Sáng,"2-9,11-18",D7-407,TN,NULL,30,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20241,THKHSS,155126,155126,CH5262,Kỹ thuật vật liệu cao su ,Rubber Material Engineering,2(2-1-0-4),KT hóa học - MĐ 3-K65S,1,6,0920-1145,4,6,Sáng,"2-9,11-18",D7-407,NULL,NULL,30,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20241,THKHSS,155127,155127,CH5263,Polyme phân huỷ sinh học ,(Biodegradable Polymers),2(2-1-0-4),KT hóa học - MĐ 3-K65S,1,4,0920-1145,4,6,Sáng,"2-9,11-18",D7-308,NULL,NULL,30,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20241,THKHSS,155128,155128,CH5267,Công nghệ hoá học polyme blend ,(Chemistry of Polymer Blend Technology),2(2-0-0-4),KT hóa học - MĐ 3-K65S,1,4,0730-0910,2,3,Sáng,"2-9,11-18",D7-308,NULL,NULL,30,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
