THỜI KHÓA BIỂU DỰ KIẾN KỲ 1 NĂM HỌC 2024-2025 (20241) - CẬP NHẬT NGÀY 04.08.2024,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Kỳ,Trường_Viện_Khoa,Mã_lớp,Mã_lớp_kèm,Mã_HP,Tên_HP,Tên_HP_Tiếng_Anh,Khối_lượng,Ghi_chú,Buổi_số,Thứ,Thời_gian,BĐ,KT,Kíp,Tuần,Phòng,Cần_TN,SLĐK,SL_Max,Trạng_thái,Loại_lớp,Đợt_mở,Mã_QL,TeachingType
20241,THKHSS,746108,746108,CH3052,TN Hóa lý I,Physical Chemistry Lab I,1(0-0-2-2),C5,1,4,0645-1145,1,6,Sáng,5-9,C1-423,NULL,NULL,15,Đang xếp TKB,TN,AB,CT CHUẨN,
20241,THKHSS,746109,746109,CH3052,TN Hóa lý I,Physical Chemistry Lab I,1(0-0-2-2),C6,1,4,0645-1145,1,6,Sáng,5-9,C1-423,NULL,NULL,15,Đang xếp TKB,TN,AB,CT CHUẨN,
20241,THKHSS,746110,746110,CH3052,TN Hóa lý I,Physical Chemistry Lab I,1(0-0-2-2),C7,1,5,0645-1145,1,6,Sáng,5-9,C1-423,NULL,NULL,15,Đang xếp TKB,TN,AB,CT CHUẨN,
20241,THKHSS,746111,746111,CH3052,TN Hóa lý I,Physical Chemistry Lab I,1(0-0-2-2),C8,1,5,0645-1145,1,6,Sáng,5-9,C1-423,NULL,NULL,15,Đang xếp TKB,TN,AB,CT CHUẨN,
20241,THKHSS,746112,746112,CH3052,TN Hóa lý I,Physical Chemistry Lab I,1(0-0-2-2),C9,1,6,0645-1145,1,6,Sáng,5-9,C1-423,NULL,NULL,15,Đang xếp TKB,TN,AB,CT CHUẨN,
20241,THKHSS,746113,746113,CH3052,TN Hóa lý I,Physical Chemistry Lab I,1(0-0-2-2),C10,1,6,0645-1145,1,6,Sáng,5-9,C1-423,NULL,NULL,15,Đang xếp TKB,TN,AB,CT CHUẨN,
20241,THKHSS,746114,746114,CH3052,TN Hóa lý I,Physical Chemistry Lab I,1(0-0-2-2),C11,1,7,0645-1145,1,6,Sáng,5-9,C1-423,NULL,NULL,15,Đang xếp TKB,TN,AB,CT CHUẨN,
20241,THKHSS,746115,746115,CH3052,TN Hóa lý I,Physical Chemistry Lab I,1(0-0-2-2),C12,1,7,0645-1145,1,6,Sáng,5-9,C1-423,NULL,NULL,15,Đang xếp TKB,TN,AB,CT CHUẨN,
20241,THKHSS,746116,746116,CH3052,TN Hóa lý I,Physical Chemistry Lab I,1(0-0-2-2),C13,1,7,1230-1730,1,6,Chiều,5-9,C1-423,NULL,NULL,15,Đang xếp TKB,TN,AB,CT CHUẨN,
20241,THKHSS,746117,746117,CH3052,TN Hóa lý I,Physical Chemistry Lab I,1(0-0-2-2),C14,1,7,1230-1730,1,6,Chiều,5-9,C1-423,NULL,NULL,15,Đang xếp TKB,TN,AB,CT CHUẨN,
20241,THKHSS,746118,746118,CH3052,TN Hóa lý I,Physical Chemistry Lab I,1(0-0-2-2),C15,1,2,0645-1145,1,6,Sáng,"8-9,11-13",C1-423,NULL,NULL,15,Đang xếp TKB,TN,AB,CT CHUẨN,
20241,THKHSS,746119,746119,CH3052,TN Hóa lý I,Physical Chemistry Lab I,1(0-0-2-2),C16,1,2,0645-1145,1,6,Sáng,"8-9,11-13",C1-423,NULL,NULL,15,Đang xếp TKB,TN,AB,CT CHUẨN,
20241,THKHSS,746120,746120,CH3052,TN Hóa lý I,Physical Chemistry Lab I,1(0-0-2-2),C17,1,3,0645-1145,1,6,Sáng,"8-9,11-13",C1-423,NULL,NULL,15,Đang xếp TKB,TN,AB,CT CHUẨN,
20241,THKHSS,746121,746121,CH3052,TN Hóa lý I,Physical Chemistry Lab I,1(0-0-2-2),C18,1,3,0645-1145,1,6,Sáng,"8-9,11-13",C1-423,NULL,NULL,15,Đang xếp TKB,TN,AB,CT CHUẨN,
20241,THKHSS,746122,746122,CH3052,TN Hóa lý I,Physical Chemistry Lab I,1(0-0-2-2),C19,1,4,0645-1145,1,6,Sáng,"8-9,11-13",C1-423,NULL,NULL,15,Đang xếp TKB,TN,AB,CT CHUẨN,
20241,THKHSS,746123,746123,CH3052,TN Hóa lý I,Physical Chemistry Lab I,1(0-0-2-2),C20,1,4,0645-1145,1,6,Sáng,"8-9,11-13",C1-423,NULL,NULL,15,Đang xếp TKB,TN,AB,CT CHUẨN,
20241,THKHSS,746124,746124,CH3052,TN Hóa lý I,Physical Chemistry Lab I,1(0-0-2-2),C21,1,5,0645-1145,1,6,Sáng,"8-9,11-13",C1-423,NULL,NULL,15,Đang xếp TKB,TN,AB,CT CHUẨN,
20241,THKHSS,746125,746125,CH3052,TN Hóa lý I,Physical Chemistry Lab I,1(0-0-2-2),C22,1,5,0645-1145,1,6,Sáng,"8-9,11-13",C1-423,NULL,NULL,15,Đang xếp TKB,TN,AB,CT CHUẨN,
20241,THKHSS,746126,746126,CH3052,TN Hóa lý I,Physical Chemistry Lab I,1(0-0-2-2),C23,1,6,0645-1145,1,6,Sáng,"8-9,11-13",C1-423,NULL,NULL,15,Đang xếp TKB,TN,AB,CT CHUẨN,
20241,THKHSS,746127,746127,CH3052,TN Hóa lý I,Physical Chemistry Lab I,1(0-0-2-2),C24,1,6,0645-1145,1,6,Sáng,"8-9,11-13",C1-423,NULL,NULL,15,Đang xếp TKB,TN,AB,CT CHUẨN,
20241,THKHSS,746128,746128,CH3052,TN Hóa lý I,Physical Chemistry Lab I,1(0-0-2-2),C25,1,7,0645-1145,1,6,Sáng,"8-9,11-13",C1-423,NULL,NULL,15,Đang xếp TKB,TN,AB,CT CHUẨN,
20241,THKHSS,746129,746129,CH3052,TN Hóa lý I,Physical Chemistry Lab I,1(0-0-2-2),C26,1,7,0645-1145,1,6,Sáng,"8-9,11-13",C1-423,NULL,NULL,15,Đang xếp TKB,TN,AB,CT CHUẨN,
20241,THKHSS,746130,746130,CH3052,TN Hóa lý I,Physical Chemistry Lab I,1(0-0-2-2),C27,1,7,1230-1730,1,6,Chiều,"8-9,11-13",C1-423,NULL,NULL,15,Đang xếp TKB,TN,AB,CT CHUẨN,
20241,THKHSS,746131,746131,CH3052,TN Hóa lý I,Physical Chemistry Lab I,1(0-0-2-2),C28,1,7,1230-1730,1,6,Chiều,"8-9,11-13",C1-423,NULL,NULL,15,Đang xếp TKB,TN,AB,CT CHUẨN,
20241,THKHSS,746132,746132,CH3052,TN Hóa lý I,Physical Chemistry Lab I,1(0-0-2-2),C29,1,2,0645-1145,1,6,Sáng,12-16,C1-423,NULL,NULL,15,Đang xếp TKB,TN,AB,CT CHUẨN,
20241,THKHSS,746133,746133,CH3052,TN Hóa lý I,Physical Chemistry Lab I,1(0-0-2-2),C30,1,2,0645-1145,1,6,Sáng,12-16,C1-423,NULL,NULL,15,Đang xếp TKB,TN,AB,CT CHUẨN,
20241,THKHSS,746134,746134,CH3052,TN Hóa lý I,Physical Chemistry Lab I,1(0-0-2-2),C31,1,3,0645-1145,1,6,Sáng,12-16,C1-423,NULL,NULL,15,Đang xếp TKB,TN,AB,CT CHUẨN,
20241,THKHSS,746135,746135,CH3052,TN Hóa lý I,Physical Chemistry Lab I,1(0-0-2-2),C32,1,3,0645-1145,1,6,Sáng,12-16,C1-423,NULL,NULL,15,Đang xếp TKB,TN,AB,CT CHUẨN,
20241,THKHSS,746136,746136,CH3052,TN Hóa lý I,Physical Chemistry Lab I,1(0-0-2-2),C33,1,4,0645-1145,1,6,Sáng,12-16,C1-423,NULL,NULL,15,Đang xếp TKB,TN,AB,CT CHUẨN,
20241,THKHSS,746137,746137,CH3052,TN Hóa lý I,Physical Chemistry Lab I,1(0-0-2-2),C34,1,4,0645-1145,1,6,Sáng,12-16,C1-423,NULL,NULL,15,Đang xếp TKB,TN,AB,CT CHUẨN,
20241,THKHSS,746138,746138,CH3052,TN Hóa lý I,Physical Chemistry Lab I,1(0-0-2-2),C35,1,5,0645-1145,1,6,Sáng,12-16,C1-423,NULL,NULL,15,Đang xếp TKB,TN,AB,CT CHUẨN,
20241,THKHSS,746139,746139,CH3052,TN Hóa lý I,Physical Chemistry Lab I,1(0-0-2-2),C36,1,5,0645-1145,1,6,Sáng,12-16,C1-423,NULL,NULL,15,Đang xếp TKB,TN,AB,CT CHUẨN,
20241,THKHSS,746140,746140,CH3052,TN Hóa lý I,Physical Chemistry Lab I,1(0-0-2-2),C37,1,6,0645-1145,1,6,Sáng,12-16,C1-423,NULL,NULL,15,Đang xếp TKB,TN,AB,CT CHUẨN,
20241,THKHSS,746141,746141,CH3052,TN Hóa lý I,Physical Chemistry Lab I,1(0-0-2-2),C38,1,6,0645-1145,1,6,Sáng,12-16,C1-423,NULL,NULL,15,Đang xếp TKB,TN,AB,CT CHUẨN,
20241,THKHSS,746142,746142,CH3052,TN Hóa lý I,Physical Chemistry Lab I,1(0-0-2-2),C39,1,7,0645-1145,1,6,Sáng,12-16,C1-423,NULL,NULL,15,Đang xếp TKB,TN,AB,CT CHUẨN,
20241,THKHSS,746143,746143,CH3052,TN Hóa lý I,Physical Chemistry Lab I,1(0-0-2-2),C40,1,7,0645-1145,1,6,Sáng,12-16,C1-423,NULL,NULL,15,Đang xếp TKB,TN,AB,CT CHUẨN,
20241,THKHSS,746144,746144,CH3052,TN Hóa lý I,Physical Chemistry Lab I,1(0-0-2-2),C41,1,2,0645-1145,1,6,Sáng,15-17,C1-423,NULL,NULL,15,Đang xếp TKB,TN,AB,CT CHUẨN,
20241,THKHSS,746144,746144,CH3052,TN Hóa lý I,Physical Chemistry Lab I,1(0-0-2-2),C41,2,4,0645-1145,1,6,Sáng,15-17,C1-423,NULL,NULL,15,Đang xếp TKB,TN,AB,CT CHUẨN,
20241,THKHSS,746145,746145,CH3052,TN Hóa lý I,Physical Chemistry Lab I,1(0-0-2-2),C42,1,2,0645-1145,1,6,Sáng,15-17,C1-423,NULL,NULL,15,Đang xếp TKB,TN,AB,CT CHUẨN,
20241,THKHSS,746145,746145,CH3052,TN Hóa lý I,Physical Chemistry Lab I,1(0-0-2-2),C42,2,4,0645-1145,1,6,Sáng,15-17,C1-423,NULL,NULL,15,Đang xếp TKB,TN,AB,CT CHUẨN,
20241,THKHSS,746146,746146,CH3007,Thí nghiệm Hóa lý,Physical Chemistry Lab,1(0-0-2-2),IN1,1,3,0645-1145,1,6,Sáng,15-17,C1-423,NULL,NULL,15,Đang xếp TKB,TN,AB,CT CHUẨN,
20241,THKHSS,746146,746146,CH3007,Thí nghiệm Hóa lý,Physical Chemistry Lab,1(0-0-2-2),IN1,2,5,0645-1145,1,6,Sáng,15-17,C1-423,NULL,NULL,15,Đang xếp TKB,TN,AB,CT CHUẨN,
20241,THKHSS,746147,746147,CH3007,Thí nghiệm Hóa lý,Physical Chemistry Lab,1(0-0-2-2),IN2,1,3,0645-1145,1,6,Sáng,15-17,C1-423,NULL,NULL,15,Đang xếp TKB,TN,AB,CT CHUẨN,
20241,THKHSS,746147,746147,CH3007,Thí nghiệm Hóa lý,Physical Chemistry Lab,1(0-0-2-2),IN2,2,5,0645-1145,1,6,Sáng,15-17,C1-423,NULL,NULL,15,Đang xếp TKB,TN,AB,CT CHUẨN,
20241,THKHSS,746152,746152,CH3903,Đồ án nghiên cứu,Research Project,2(0-0-4-4),"SV Hóa lý, liên hệ NCM ",NULL,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,40,Đang xếp TKB,ĐA,AB,CT CHUẨN,
20241,THKHSS,746153,746153,CH4901,Đồ án tốt nghiệp cử nhân,Bachelor Final Project,6(0-0-12-12),"SV Hóa lý, liên hệ NCM ",NULL,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,30,Đang xếp TKB,ĐATN,AB,CT CHUẨN,
20241,THKHSS,746154,746154,CH4903,Đồ án nghiên cứu Cử nhân (Hóa học),Bachelor of Science Research Project,8(0-0-16-32),"SV Hóa lý, liên hệ NCM ",NULL,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,30,Đang xếp TKB,ĐATN,AB,CT CHUẨN,
20241,VVLKT,746187,746187,PH1122,Vật lý đại cương II,Physics II,4(3-1-1-8),1-Thời gian bắt đầu TN từ ngày 23/09/2024,1,2,0710-0915,0710,0915,Sáng,"4,5,6,7,8,9",D3-206,NULL,NULL,34,Đang xếp TKB,TN,AB,CT CHUẨN,
20241,VVLKT,746188,746188,PH1122,Vật lý đại cương II,Physics II,4(3-1-1-8),2-Thời gian bắt đầu TN từ ngày 23/09/2024,1,2,0920-1125,0920,1125,Sáng,"4,5,6,7,8,9",D3-206,NULL,NULL,34,Đang xếp TKB,TN,AB,CT CHUẨN,
20241,VVLKT,746189,746189,PH1122,Vật lý đại cương II,Physics II,4(3-1-1-8),3-Thời gian bắt đầu TN từ ngày 23/09/2024,1,2,0710-0915,0710,0915,Sáng,"4,5,6,7,8,9",D3-506,NULL,NULL,34,Đang xếp TKB,TN,AB,CT CHUẨN,
20241,VVLKT,746190,746190,PH1122,Vật lý đại cương II,Physics II,4(3-1-1-8),4-Thời gian bắt đầu TN từ ngày 23/09/2024,1,2,0920-1125,0920,1125,Sáng,"4,5,6,7,8,9",D3-506,NULL,NULL,34,Đang xếp TKB,TN,AB,CT CHUẨN,
20241,VVLKT,746191,746191,PH1122,Vật lý đại cương II,Physics II,4(3-1-1-8),5-Thời gian bắt đầu TN từ ngày 23/09/2024,1,3,0710-0915,0710,0915,Sáng,"4,5,6,7,8,9",D3-206,NULL,NULL,34,Đang xếp TKB,TN,AB,CT CHUẨN,
20241,VVLKT,746192,746192,PH1122,Vật lý đại cương II,Physics II,4(3-1-1-8),6-Thời gian bắt đầu TN từ ngày 23/09/2024,1,3,0920-1125,0920,1125,Sáng,"4,5,6,7,8,9",D3-206,NULL,NULL,34,Đang xếp TKB,TN,AB,CT CHUẨN,
20241,VVLKT,746193,746193,PH1122,Vật lý đại cương II,Physics II,4(3-1-1-8),7-Thời gian bắt đầu TN từ ngày 23/09/2024,1,3,0710-0915,0710,0915,Sáng,"4,5,6,7,8,9",D3-506,NULL,NULL,34,Đang xếp TKB,TN,AB,CT CHUẨN,
20241,VVLKT,746194,746194,PH1122,Vật lý đại cương II,Physics II,4(3-1-1-8),8-Thời gian bắt đầu TN từ ngày 23/09/2024,1,3,0920-1125,0920,1125,Sáng,"4,5,6,7,8,9",D3-506,NULL,NULL,34,Đang xếp TKB,TN,AB,CT CHUẨN,
20241,VVLKT,746195,746195,PH1122,Vật lý đại cương II,Physics II,4(3-1-1-8),9-Thời gian bắt đầu TN từ ngày 23/09/2024,1,4,0710-0915,0710,0915,Sáng,"4,5,6,7,8,9",D3-206,NULL,NULL,34,Đang xếp TKB,TN,AB,CT CHUẨN,
20241,VVLKT,746196,746196,PH1122,Vật lý đại cương II,Physics II,4(3-1-1-8),10-Thời gian bắt đầu TN từ ngày 23/09/2024,1,4,0920-1125,0920,1125,Sáng,"4,5,6,7,8,9",D3-206,NULL,NULL,34,Đang xếp TKB,TN,AB,CT CHUẨN,
20241,VVLKT,746197,746197,PH1122,Vật lý đại cương II,Physics II,4(3-1-1-8),11-Thời gian bắt đầu TN từ ngày 23/09/2024,1,4,0710-0915,0710,0915,Sáng,"4,5,6,7,8,9",D3-506,NULL,NULL,34,Đang xếp TKB,TN,AB,CT CHUẨN,
20241,VVLKT,746198,746198,PH1122,Vật lý đại cương II,Physics II,4(3-1-1-8),12-Thời gian bắt đầu TN từ ngày 23/09/2024,1,4,0920-1125,0920,1125,Sáng,"4,5,6,7,8,9",D3-506,NULL,NULL,34,Đang xếp TKB,TN,AB,CT CHUẨN,
20241,VVLKT,746199,746199,PH1122,Vật lý đại cương II,Physics II,4(3-1-1-8),13-Thời gian bắt đầu TN từ ngày 23/09/2024,1,5,0710-0915,0710,0915,Sáng,"4,5,6,7,8,9",D3-206,NULL,NULL,34,Đang xếp TKB,TN,AB,CT CHUẨN,
20241,VVLKT,746200,746200,PH1122,Vật lý đại cương II,Physics II,4(3-1-1-8),14-Thời gian bắt đầu TN từ ngày 23/09/2024,1,5,0920-1125,0920,1125,Sáng,"4,5,6,7,8,9",D3-206,NULL,NULL,34,Đang xếp TKB,TN,AB,CT CHUẨN,
20241,VVLKT,746201,746201,PH1122,Vật lý đại cương II,Physics II,4(3-1-1-8),15-Thời gian bắt đầu TN từ ngày 23/09/2024,1,5,0710-0915,0710,0915,Sáng,"4,5,6,7,8,9",D3-506,NULL,NULL,34,Đang xếp TKB,TN,AB,CT CHUẨN,
20241,VVLKT,746202,746202,PH1122,Vật lý đại cương II,Physics II,4(3-1-1-8),16-Thời gian bắt đầu TN từ ngày 23/09/2024,1,5,0920-1125,0920,1125,Sáng,"4,5,6,7,8,9",D3-506,NULL,NULL,34,Đang xếp TKB,TN,AB,CT CHUẨN,
20241,VVLKT,746203,746203,PH1122,Vật lý đại cương II,Physics II,4(3-1-1-8),17-Thời gian bắt đầu TN từ ngày 23/09/2024,1,6,0710-0915,0710,0915,Sáng,"4,5,6,7,8,9",D3-206,NULL,NULL,34,Đang xếp TKB,TN,AB,CT CHUẨN,
20241,VVLKT,746204,746204,PH1122,Vật lý đại cương II,Physics II,4(3-1-1-8),18-Thời gian bắt đầu TN từ ngày 23/09/2024,1,6,0920-1125,0920,1125,Sáng,"4,5,6,7,8,9",D3-206,NULL,NULL,34,Đang xếp TKB,TN,AB,CT CHUẨN,
20241,VVLKT,746205,746205,PH1122,Vật lý đại cương II,Physics II,4(3-1-1-8),19-Thời gian bắt đầu TN từ ngày 23/09/2024,1,6,0710-0915,0710,0915,Sáng,"4,5,6,7,8,9",D3-506,NULL,NULL,34,Đang xếp TKB,TN,AB,CT CHUẨN,
20241,VVLKT,746206,746206,PH1122,Vật lý đại cương II,Physics II,4(3-1-1-8),20-Thời gian bắt đầu TN từ ngày 23/09/2024,1,6,0920-1125,0920,1125,Sáng,"4,5,6,7,8,9",D3-506,NULL,NULL,34,Đang xếp TKB,TN,AB,CT CHUẨN,
20241,VVLKT,746207,746207,PH1122,Vật lý đại cương II,Physics II,4(3-1-1-8),21-Thời gian bắt đầu TN từ ngày 23/09/2024,1,7,0710-0915,0710,0915,Sáng,"4,5,6,7,8,9",D3-206,NULL,NULL,34,Đang xếp TKB,TN,AB,CT CHUẨN,
20241,VVLKT,746208,746208,PH1122,Vật lý đại cương II,Physics II,4(3-1-1-8),22-Thời gian bắt đầu TN từ ngày 23/09/2024,1,7,0920-1125,0920,1125,Sáng,"4,5,6,7,8,9",D3-206,NULL,NULL,34,Đang xếp TKB,TN,AB,CT CHUẨN,
20241,VVLKT,746209,746209,PH1122,Vật lý đại cương II,Physics II,4(3-1-1-8),23-Tổ TN dành cho sv trong diện được bảo lưu TN,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,500,Đang xếp TKB,TN,AB,CT CHUẨN,
20241,KKTVQL,746210,746210,EM4028,Thị trường năng lượng II,Energy Market II,3(0-0-3-6),Kinh tế công nghiệp K66,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,40,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20241,VVLKT,746211,746211,PH1121,Vật lý đại cương II,Physics II,2(2-0-1-4),1-Thời gian bắt đầu TN từ ngày 18/11/2024,1,2,1300-1505,1300,1505,Chiều,"12,13,14,15,16",D3-202,NULL,NULL,34,Đang xếp TKB,TN,AB,CT CHUẨN,
20241,VVLKT,746212,746212,PH1121,Vật lý đại cương II,Physics II,2(2-0-1-4),2-Thời gian bắt đầu TN từ ngày 18/11/2024,1,2,1505-1710,1505,1710,Chiều,"12,13,14,15,16",D3-202,NULL,NULL,34,Đang xếp TKB,TN,AB,CT CHUẨN,
20241,VVLKT,746213,746213,PH1121,Vật lý đại cương II,Physics II,2(2-0-1-4),3-Thời gian bắt đầu TN từ ngày 18/11/2024,1,2,1300-1505,1300,1505,Chiều,"12,13,14,15,16",D3-205,NULL,NULL,34,Đang xếp TKB,TN,AB,CT CHUẨN,
20241,VVLKT,746214,746214,PH1121,Vật lý đại cương II,Physics II,2(2-0-1-4),4-Thời gian bắt đầu TN từ ngày 18/11/2024,1,2,1505-1710,1505,1710,Chiều,"12,13,14,15,16",D3-205,NULL,NULL,34,Đang xếp TKB,TN,AB,CT CHUẨN,
20241,VVLKT,746215,746215,PH1121,Vật lý đại cương II,Physics II,2(2-0-1-4),5-Thời gian bắt đầu TN từ ngày 18/11/2024,1,3,1300-1505,1300,1505,Chiều,"12,13,14,15,16",D3-202,NULL,NULL,34,Đang xếp TKB,TN,AB,CT CHUẨN,
20241,VVLKT,746216,746216,PH1121,Vật lý đại cương II,Physics II,2(2-0-1-4),6-Thời gian bắt đầu TN từ ngày 18/11/2024,1,3,1505-1710,1505,1710,Chiều,"12,13,14,15,16",D3-202,NULL,NULL,34,Đang xếp TKB,TN,AB,CT CHUẨN,
20241,VVLKT,746217,746217,PH1121,Vật lý đại cương II,Physics II,2(2-0-1-4),7-Thời gian bắt đầu TN từ ngày 18/11/2024,1,3,1300-1505,1300,1505,Chiều,"12,13,14,15,16",D3-205,NULL,NULL,34,Đang xếp TKB,TN,AB,CT CHUẨN,
20241,VVLKT,746218,746218,PH1121,Vật lý đại cương II,Physics II,2(2-0-1-4),8-Thời gian bắt đầu TN từ ngày 18/11/2024,1,3,1505-1710,1505,1710,Chiều,"12,13,14,15,16",D3-205,NULL,NULL,34,Đang xếp TKB,TN,AB,CT CHUẨN,
20241,VVLKT,746219,746219,PH1121,Vật lý đại cương II,Physics II,2(2-0-1-4),9-Thời gian bắt đầu TN từ ngày 18/11/2024,1,4,1300-1505,1300,1505,Chiều,"12,13,14,15,16",D3-202,NULL,NULL,34,Đang xếp TKB,TN,AB,CT CHUẨN,
20241,VVLKT,746220,746220,PH1121,Vật lý đại cương II,Physics II,2(2-0-1-4),10-Thời gian bắt đầu TN từ ngày 18/11/2024,1,4,1505-1710,1505,1710,Chiều,"12,13,14,15,16",D3-202,NULL,NULL,34,Đang xếp TKB,TN,AB,CT CHUẨN,
20241,VVLKT,746221,746221,PH1121,Vật lý đại cương II,Physics II,2(2-0-1-4),11-Thời gian bắt đầu TN từ ngày 18/11/2024,1,4,1300-1505,1300,1505,Chiều,"12,13,14,15,16",D3-205,NULL,NULL,34,Đang xếp TKB,TN,AB,CT CHUẨN,
20241,VVLKT,746222,746222,PH1121,Vật lý đại cương II,Physics II,2(2-0-1-4),12-Thời gian bắt đầu TN từ ngày 18/11/2024,1,4,1505-1710,1505,1710,Chiều,"12,13,14,15,16",D3-205,NULL,NULL,34,Đang xếp TKB,TN,AB,CT CHUẨN,
20241,VVLKT,746223,746223,PH1121,Vật lý đại cương II,Physics II,2(2-0-1-4),13-Thời gian bắt đầu TN từ ngày 18/11/2024,1,5,1300-1505,1300,1505,Chiều,"12,13,14,15,16",D3-202,NULL,NULL,34,Đang xếp TKB,TN,AB,CT CHUẨN,
20241,VVLKT,746224,746224,PH1121,Vật lý đại cương II,Physics II,2(2-0-1-4),14-Thời gian bắt đầu TN từ ngày 18/11/2024,1,5,1505-1710,1505,1710,Chiều,"12,13,14,15,16",D3-202,NULL,NULL,34,Đang xếp TKB,TN,AB,CT CHUẨN,
20241,VVLKT,746225,746225,PH1121,Vật lý đại cương II,Physics II,2(2-0-1-4),15-Thời gian bắt đầu TN từ ngày 18/11/2024,1,5,1300-1505,1300,1505,Chiều,"12,13,14,15,16",D3-203,NULL,NULL,34,Đang xếp TKB,TN,AB,CT CHUẨN,
20241,VVLKT,746226,746226,PH1121,Vật lý đại cương II,Physics II,2(2-0-1-4),16-Thời gian bắt đầu TN từ ngày 18/11/2024,1,5,1505-1710,1505,1710,Chiều,"12,13,14,15,16",D3-203,NULL,NULL,34,Đang xếp TKB,TN,AB,CT CHUẨN,
20241,VVLKT,746227,746227,PH1121,Vật lý đại cương II,Physics II,2(2-0-1-4),17-Thời gian bắt đầu TN từ ngày 18/11/2024,1,6,1300-1505,1300,1505,Chiều,"12,13,14,15,16",D3-202,NULL,NULL,34,Đang xếp TKB,TN,AB,CT CHUẨN,
20241,VVLKT,746228,746228,PH1121,Vật lý đại cương II,Physics II,2(2-0-1-4),18-Thời gian bắt đầu TN từ ngày 18/11/2024,1,6,1505-1710,1505,1710,Chiều,"12,13,14,15,16",D3-202,NULL,NULL,34,Đang xếp TKB,TN,AB,CT CHUẨN,
20241,VVLKT,746229,746229,PH1121,Vật lý đại cương II,Physics II,2(2-0-1-4),19-Thời gian bắt đầu TN từ ngày 18/11/2024,1,6,1300-1505,1300,1505,Chiều,"12,13,14,15,16",D3-203,NULL,NULL,34,Đang xếp TKB,TN,AB,CT CHUẨN,
20241,VVLKT,746230,746230,PH1121,Vật lý đại cương II,Physics II,2(2-0-1-4),20-Thời gian bắt đầu TN từ ngày 18/11/2024,1,6,1505-1710,1505,1710,Chiều,"12,13,14,15,16",D3-203,NULL,NULL,34,Đang xếp TKB,TN,AB,CT CHUẨN,
20241,VVLKT,746231,746231,PH1121,Vật lý đại cương II,Physics II,2(2-0-1-4),21-Thời gian bắt đầu TN từ ngày 18/11/2024,1,7,1300-1505,1300,1505,Chiều,"12,13,14,15,16",D3-202,NULL,NULL,34,Đang xếp TKB,TN,AB,CT CHUẨN,
20241,VVLKT,746232,746232,PH1121,Vật lý đại cương II,Physics II,2(2-0-1-4),22-Thời gian bắt đầu TN từ ngày 18/11/2024,1,7,1505-1710,1505,1710,Chiều,"12,13,14,15,16",D3-202,NULL,NULL,34,Đang xếp TKB,TN,AB,CT CHUẨN,
20241,VVLKT,746233,746233,PH1121,Vật lý đại cương II,Physics II,2(2-0-1-4),23-Thời gian bắt đầu TN từ ngày 18/11/2024,1,7,1300-1505,1300,1505,Chiều,"12,13,14,15,16",D3-203,NULL,NULL,34,Đang xếp TKB,TN,AB,CT CHUẨN,
20241,VVLKT,746234,746234,PH1121,Vật lý đại cương II,Physics II,2(2-0-1-4),24-Thời gian bắt đầu TN từ ngày 18/11/2024,1,7,1505-1710,1505,1710,Chiều,"12,13,14,15,16",D3-203,NULL,NULL,34,Đang xếp TKB,TN,AB,CT CHUẨN,
20241,VVLKT,746237,746237,PH1121,Vật lý đại cương II,Physics II,2(2-0-1-4),27-Thời gian bắt đầu TN từ ngày 18/11/2024,1,2,0710-0915,0710,0915,Sáng,"12,13,14,15,16",D3-203,NULL,NULL,34,Đang xếp TKB,TN,AB,CT CHUẨN,
20241,VVLKT,746238,746238,PH1121,Vật lý đại cương II,Physics II,2(2-0-1-4),28-Thời gian bắt đầu TN từ ngày 18/11/2024,1,2,0920-1125,0920,1125,Sáng,"12,13,14,15,16",D3-203,NULL,NULL,34,Đang xếp TKB,TN,AB,CT CHUẨN,
20241,VVLKT,746239,746239,PH1121,Vật lý đại cương II,Physics II,2(2-0-1-4),29-Thời gian bắt đầu TN từ ngày 18/11/2024,1,2,0710-0915,0710,0915,Sáng,"12,13,14,15,16",D3-205,NULL,NULL,34,Đang xếp TKB,TN,AB,CT CHUẨN,
20241,VVLKT,746240,746240,PH1121,Vật lý đại cương II,Physics II,2(2-0-1-4),30-Thời gian bắt đầu TN từ ngày 18/11/2024,1,2,0920-1125,0920,1125,Sáng,"12,13,14,15,16",D3-205,NULL,NULL,34,Đang xếp TKB,TN,AB,CT CHUẨN,
20241,VVLKT,746241,746241,PH1121,Vật lý đại cương II,Physics II,2(2-0-1-4),31-Thời gian bắt đầu TN từ ngày 18/11/2024,1,2,0710-0915,0710,0915,Sáng,"12,13,14,15,16",D3-506,NULL,NULL,34,Đang xếp TKB,TN,AB,CT CHUẨN,
